开始时间,持续时间,事件大类,事件类别,内容类型,事件内容,备注,Tag,状态
2017-05-08 10:00,90,未分类,学习,未分类,Python,,,已完成
2017-05-08 11:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-05-08 12:00,90,未分类,运动,未分类,,,,已完成
2017-05-08 13:30,180,未分类,学习,未分类,Python,,,已完成
2017-05-08 16:30,30,未分类,娱乐,未分类,,,,已完成
2017-05-08 17:00,30,未分类,学习,未分类,Python,,,已完成
2017-05-08 17:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-05-08 18:00,30,未分类,浪费了,未分类,,,,已完成
2017-05-08 18:30,30,未分类,学习,未分类,Python,,,已完成
2017-05-08 19:00,30,未分类,阅读,未分类,,,,已完成
2017-05-08 19:30,30,未分类,工作,未分类,,,,已完成
2017-05-08 20:00,30,未分类,杂事,未分类,,,,已完成
2017-05-08 20:30,150,未分类,学习,未分类,Python,,,已完成
2017-05-08 23:00,30,未分类,杂事,未分类,,,,已完成
2017-05-08 23:30,30,未分类,运动,未分类,,,,已完成
2017-05-09 00:00,30,未分类,杂事,未分类,,,,已完成
2017-05-09 00:30,30,未分类,浪费了,未分类,,,,已完成
2017-05-09 01:00,330,未分类,睡觉,未分类,,,,已完成
2017-05-09 06:30,30,未分类,杂事,未分类,,,,已完成
2017-05-09 07:00,30,未分类,工作,未分类,,,,已完成
2017-05-09 07:30,60,未分类,运动,未分类,,,,已完成
2017-05-09 08:30,90,未分类,工作,未分类,,,,已完成
2017-05-09 10:00,90,未分类,学习,未分类,,,,已完成
2017-05-09 11:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-05-09 12:00,90,未分类,睡觉,未分类,午睡,,,已完成
2017-05-09 13:30,240,未分类,工作,未分类,,,,已完成
2017-05-09 17:30,30,未分类,杂事,未分类,,,,已完成
2017-05-09 18:00,60,未分类,工作,未分类,,,,已完成
2017-05-09 19:00,30,未分类,杂事,未分类,,,,已完成
2017-05-09 19:30,150,未分类,工作,未分类,,,,已完成
2017-05-09 22:00,60,未分类,娱乐,未分类,,,,已完成
2017-05-09 23:00,30,未分类,工作,未分类,,,,已完成
2017-05-09 23:30,30,未分类,运动,未分类,,,,已完成
2017-05-10 00:00,30,未分类,杂事,未分类,,,,已完成
2017-05-10 00:30,390,未分类,睡觉,未分类,,,,已完成
2017-05-10 07:00,30,未分类,杂事,未分类,吃饭,,,已完成
2017-05-10 07:30,30,未分类,娱乐,未分类,,,,已完成
2017-05-10 08:00,60,未分类,杂事,未分类,,,,已完成
2017-05-10 09:00,120,未分类,工作,未分类,,,,已完成
2017-05-10 11:00,120,未分类,杂事,未分类,,,,已完成
2017-05-10 13:00,90,未分类,运动,未分类,,,,已完成
2017-05-10 14:30,150,未分类,学习,未分类,,,,已完成
2017-05-10 17:00,90,未分类,杂事,未分类,,,,已完成
2017-05-10 18:30,240,未分类,工作,未分类,,,,已完成
2017-05-10 22:30,60,未分类,杂事,未分类,,,,已完成
2017-05-10 23:30,30,未分类,工作,未分类,,,,已完成
2017-05-11 00:00,30,未分类,杂事,未分类,洗澡,,,已完成
2017-05-11 00:30,390,未分类,睡觉,未分类,,,,已完成
2017-05-11 07:00,30,未分类,工作,未分类,,,,已完成
2017-05-11 07:30,60,未分类,运动,未分类,,,,已完成
2017-05-11 08:30,150,未分类,工作,未分类,,,,已完成
2017-05-11 11:00,90,未分类,学习,未分类,,,,已完成
2017-05-11 12:30,120,未分类,工作,未分类,,,,已完成
2017-05-11 14:30,180,未分类,学习,未分类,,,,已完成
2017-05-11 17:30,30,未分类,杂事,未分类,,,,已完成
2017-05-11 18:00,90,未分类,工作,未分类,,,,已完成
2017-05-11 19:30,60,未分类,杂事,未分类,,,,已完成
2017-05-11 20:30,150,未分类,工作,未分类,,,,已完成
2017-05-11 23:00,30,未分类,运动,未分类,,,,已完成
2017-05-11 23:30,30,未分类,杂事,未分类,,,,已完成
2017-05-12 00:00,30,未分类,杂事,未分类,洗澡,,,已完成
2017-05-12 00:30,30,未分类,浪费了,未分类,,,,已完成
2017-05-12 01:00,360,未分类,睡觉,未分类,,,,已完成
2017-05-12 07:00,30,未分类,杂事,未分类,,,,已完成
2017-05-12 07:30,180,未分类,工作,未分类,,,,已完成
2017-05-12 10:30,60,未分类,学习,未分类,,,,已完成
2017-05-12 11:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-05-12 12:00,60,未分类,运动,未分类,,,,已完成
2017-05-12 13:00,30,未分类,娱乐,未分类,,,,已完成
2017-05-12 13:30,60,未分类,工作,未分类,,,,已完成
2017-05-12 14:30,30,未分类,学习,未分类,Python,,,已完成
2017-05-12 15:00,150,未分类,工作,未分类,,,,已完成
2017-05-12 17:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-05-12 18:00,30,未分类,娱乐,未分类,看电影,,,已完成
2017-05-12 18:30,90,未分类,睡觉,未分类,,,,已完成
2017-05-12 20:00,30,未分类,学习,未分类,,,,已完成
2017-05-12 20:30,30,未分类,学习,未分类,Python,,,已完成
2017-05-12 21:00,30,未分类,学习,未分类,,,,已完成
2017-05-12 21:30,90,未分类,学习,未分类,Python,,,已完成
2017-05-12 23:00,30,未分类,杂事,未分类,,,,已完成
2017-05-12 23:30,30,未分类,运动,未分类,,,,已完成
2017-05-13 00:00,30,未分类,杂事,未分类,洗澡,,,已完成
2017-05-13 00:30,420,未分类,睡觉,未分类,,,,已完成
2017-05-13 07:30,30,未分类,杂事,未分类,,,,已完成
2017-05-13 08:00,60,未分类,运动,未分类,,,,已完成
2017-05-13 09:00,60,未分类,娱乐,未分类,,,,已完成
2017-05-13 10:00,30,未分类,学习,未分类,,,,已完成
2017-05-13 10:30,60,未分类,学习,未分类,Python,,,已完成
2017-05-13 11:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-05-13 12:00,30,未分类,娱乐,未分类,,,,已完成
2017-05-13 12:30,180,未分类,睡觉,未分类,,,,已完成
2017-05-13 15:30,90,未分类,学习,未分类,Python,,,已完成
2017-05-13 17:00,30,未分类,杂事,未分类,吃饭,,,已完成
2017-05-13 17:30,60,未分类,运动,未分类,,,,已完成
2017-05-13 18:30,60,未分类,娱乐,未分类,,,,已完成
2017-05-13 19:30,150,未分类,学习,未分类,Python,,,已完成
2017-05-13 22:00,60,未分类,娱乐,未分类,,,,已完成
2017-05-13 23:00,30,未分类,运动,未分类,,,,已完成
2017-05-13 23:30,30,未分类,杂事,未分类,,,,已完成
2017-05-14 00:00,30,未分类,娱乐,未分类,,,,已完成
2017-05-14 00:30,420,未分类,睡觉,未分类,,,,已完成
2017-05-14 07:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-05-14 08:00,30,未分类,娱乐,未分类,,,,已完成
2017-05-14 08:30,30,未分类,学习,未分类,Python,,,已完成
2017-05-14 09:00,30,未分类,娱乐,未分类,,,,已完成
2017-05-14 09:30,90,未分类,学习,未分类,Python,,,已完成
2017-05-14 11:00,60,未分类,娱乐,未分类,,,,已完成
2017-05-14 12:00,90,未分类,运动,未分类,,,,已完成
2017-05-14 13:30,570,未分类,娱乐,未分类,,,,已完成
2017-05-14 23:00,30,未分类,运动,未分类,,,,已完成
2017-05-14 23:30,30,未分类,杂事,未分类,,,,已完成
2017-05-15 00:00,30,未分类,学习,未分类,,,,已完成
2017-05-15 00:30,30,未分类,浪费了,未分类,,,,已完成
2017-05-15 01:00,360,未分类,睡觉,未分类,,,,已完成
2017-05-15 07:00,240,未分类,工作,未分类,,,,已完成
2017-05-15 11:00,30,未分类,杂事,未分类,吃饭,,,已完成
2017-05-15 11:30,30,未分类,工作,未分类,,,,已完成
2017-05-15 12:00,60,未分类,运动,未分类,,,,已完成
2017-05-15 13:00,30,未分类,杂事,未分类,,,,已完成
2017-05-15 13:30,30,未分类,学习,未分类,,,,已完成
2017-05-15 14:00,90,未分类,工作,未分类,,,,已完成
2017-05-15 15:30,60,未分类,娱乐,未分类,,,,已完成
2017-05-15 16:30,30,未分类,浪费了,未分类,,,,已完成
2017-05-15 17:00,30,未分类,学习,未分类,,,,已完成
2017-05-15 17:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-05-15 18:00,30,未分类,浪费了,未分类,,,,已完成
2017-05-15 18:30,120,未分类,工作,未分类,,,,已完成
2017-05-15 20:30,30,未分类,娱乐,未分类,,,,已完成
2017-05-15 21:00,30,未分类,工作,未分类,,,,已完成
2017-05-15 21:30,90,未分类,学习,未分类,Python,,,已完成
2017-05-15 23:00,30,未分类,杂事,未分类,,,,已完成
2017-05-15 23:30,30,未分类,杂事,未分类,洗澡,,,已完成
2017-05-16 00:00,30,未分类,阅读,未分类,,,,已完成
2017-05-16 00:30,360,未分类,睡觉,未分类,,,,已完成
2017-05-16 06:30,30,未分类,杂事,未分类,,,,已完成
2017-05-16 07:00,60,未分类,运动,未分类,,,,已完成
2017-05-16 08:00,60,未分类,杂事,未分类,,,,已完成
2017-05-16 09:00,60,未分类,睡觉,未分类,,,,已完成
2017-05-16 10:00,120,未分类,学习,未分类,,,,已完成
2017-05-16 12:00,60,未分类,工作,未分类,,,,已完成
2017-05-16 13:00,150,未分类,学习,未分类,,,,已完成
2017-05-16 15:30,30,未分类,杂事,未分类,,,,已完成
2017-05-16 16:00,30,未分类,学习,未分类,,,,已完成
2017-05-16 16:30,30,未分类,娱乐,未分类,,,,已完成
2017-05-16 17:00,30,未分类,杂事,未分类,吃饭,,,已完成
2017-05-16 17:30,60,未分类,学习,未分类,,,,已完成
2017-05-16 18:30,30,未分类,运动,未分类,,,,已完成
2017-05-16 19:00,30,未分类,娱乐,未分类,,,,已完成
2017-05-16 19:30,60,未分类,学习,未分类,,,,已完成
2017-05-16 20:30,150,未分类,工作,未分类,,,,已完成
2017-05-16 23:00,30,未分类,杂事,未分类,洗澡,,,已完成
2017-05-16 23:30,90,未分类,娱乐,未分类,,,,已完成
2017-05-17 01:00,360,未分类,睡觉,未分类,,,,已完成
2017-05-17 07:00,30,未分类,学习,未分类,,,,已完成
2017-05-17 07:30,30,未分类,娱乐,未分类,,,,已完成
2017-05-17 08:00,30,未分类,杂事,未分类,,,,已完成
2017-05-17 08:30,420,未分类,学习,未分类,,,,已完成
2017-05-17 15:30,60,未分类,阅读,未分类,,,,已完成
2017-05-17 16:30,30,未分类,学习,未分类,,,,已完成
2017-05-17 17:00,60,未分类,工作,未分类,,,,已完成
2017-05-17 18:00,30,未分类,杂事,未分类,吃饭,,,已完成
2017-05-17 18:30,60,未分类,睡觉,未分类,,,,已完成
2017-05-17 19:30,90,未分类,工作,未分类,,,,已完成
2017-05-17 21:00,30,未分类,学习,未分类,,,,已完成
2017-05-17 21:30,60,未分类,工作,未分类,,,,已完成
2017-05-17 22:30,30,未分类,学习,未分类,Python,,,已完成
2017-05-17 23:00,30,未分类,工作,未分类,,,,已完成
2017-05-17 23:30,30,未分类,杂事,未分类,洗澡,,,已完成
2017-05-18 00:00,30,未分类,娱乐,未分类,,,,已完成
2017-05-18 00:30,360,未分类,睡觉,未分类,,,,已完成
2017-05-18 06:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-05-18 07:00,60,未分类,娱乐,未分类,,,,已完成
2017-05-18 08:00,90,未分类,学习,未分类,Python,,,已完成
2017-05-18 09:30,30,未分类,工作,未分类,,,,已完成
2017-05-18 10:00,60,未分类,娱乐,未分类,,,,已完成
2017-05-18 11:00,60,未分类,工作,未分类,,,,已完成
2017-05-18 12:00,90,未分类,运动,未分类,,,,已完成
2017-05-18 13:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-05-18 14:00,30,未分类,工作,未分类,,,,已完成
2017-05-18 14:30,120,未分类,学习,未分类,,,,已完成
2017-05-18 16:30,150,未分类,工作,未分类,,,,已完成
2017-05-18 19:00,30,未分类,学习,未分类,Python,,,已完成
2017-05-18 19:30,60,未分类,浪费了,未分类,,,,已完成
2017-05-18 20:30,90,未分类,工作,未分类,,,,已完成
2017-05-18 22:00,60,未分类,娱乐,未分类,,,,已完成
2017-05-18 23:00,60,未分类,杂事,未分类,,,,已完成
2017-05-19 00:00,30,未分类,浪费了,未分类,,,,已完成
2017-05-19 00:30,390,未分类,睡觉,未分类,,,,已完成
2017-05-19 07:00,30,未分类,杂事,未分类,吃饭,,,已完成
2017-05-19 07:30,60,未分类,娱乐,未分类,,,,已完成
2017-05-19 08:30,150,未分类,学习,未分类,Python,,,已完成
2017-05-19 11:00,60,未分类,工作,未分类,,,,已完成
2017-05-19 12:00,90,未分类,运动,未分类,,,,已完成
2017-05-19 13:30,240,未分类,工作,未分类,,,,已完成
2017-05-19 17:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-05-19 18:00,60,未分类,杂事,未分类,,,,已完成
2017-05-19 19:00,120,未分类,学习,未分类,,,,已完成
2017-05-19 21:00,120,未分类,工作,未分类,,,,已完成
2017-05-19 23:00,30,未分类,杂事,未分类,,,,已完成
2017-05-19 23:30,30,未分类,杂事,未分类,洗澡,,,已完成
2017-05-20 00:00,30,未分类,浪费了,未分类,,,,已完成
2017-05-20 00:30,360,未分类,睡觉,未分类,,,,已完成
2017-05-20 06:30,30,未分类,杂事,未分类,,,,已完成
2017-05-20 07:00,30,未分类,工作,未分类,,,,已完成
2017-05-20 07:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-05-20 08:00,30,未分类,娱乐,未分类,,,,已完成
2017-05-20 08:30,180,未分类,工作,未分类,,,,已完成
2017-05-20 11:30,60,未分类,运动,未分类,,,,已完成
2017-05-20 12:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-05-20 13:00,30,未分类,娱乐,未分类,,,,已完成
2017-05-20 13:30,150,未分类,睡觉,未分类,,,,已完成
2017-05-20 16:00,60,未分类,工作,未分类,,,,已完成
2017-05-20 17:00,30,未分类,娱乐,未分类,,,,已完成
2017-05-20 17:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-05-20 18:00,30,未分类,浪费了,未分类,,,,已完成
2017-05-20 18:30,60,未分类,杂事,未分类,,理发,,已完成
2017-05-20 19:30,120,未分类,学习,未分类,,,,已完成
2017-05-20 21:30,30,未分类,娱乐,未分类,,,,已完成
2017-05-20 22:00,60,未分类,学习,未分类,Python,,,已完成
2017-05-20 23:00,60,未分类,杂事,未分类,,,,已完成
2017-05-21 00:00,390,未分类,睡觉,未分类,,,,已完成
2017-05-21 06:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-05-21 07:00,90,未分类,娱乐,未分类,,,,已完成
2017-05-21 08:30,90,未分类,学习,未分类,,,,已完成
2017-05-21 10:00,60,未分类,工作,未分类,,,,已完成
2017-05-21 11:00,30,未分类,杂事,未分类,吃饭,,,已完成
2017-05-21 11:30,90,未分类,运动,未分类,,,,已完成
2017-05-21 13:00,120,未分类,学习,未分类,Python,,,已完成
2017-05-21 15:00,120,未分类,工作,未分类,,,,已完成
2017-05-21 17:00,30,未分类,杂事,未分类,吃饭,,,已完成
2017-05-21 17:30,30,未分类,工作,未分类,,,,已完成
2017-05-21 18:00,90,未分类,学习,未分类,Python,,,已完成
2017-05-21 19:30,90,未分类,工作,未分类,,,,已完成
2017-05-21 21:00,30,未分类,学习,未分类,Python,,,已完成
2017-05-21 21:30,30,未分类,娱乐,未分类,,,,已完成
2017-05-21 22:00,60,未分类,学习,未分类,Python,,,已完成
2017-05-21 23:00,60,未分类,杂事,未分类,洗澡,,,已完成
2017-05-22 00:00,30,未分类,学习,未分类,Python,,,已完成
2017-05-22 00:30,60,未分类,浪费了,未分类,,,,已完成
2017-05-22 01:30,360,未分类,睡觉,未分类,,,,已完成
2017-05-22 07:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-05-22 08:00,210,未分类,工作,未分类,,,,已完成
2017-05-22 11:30,90,未分类,运动,未分类,,,,已完成
2017-05-22 13:00,270,未分类,工作,未分类,,,,已完成
2017-05-22 17:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-05-22 18:00,270,未分类,工作,未分类,,,,已完成
2017-05-22 22:30,30,未分类,杂事,未分类,洗澡,,,已完成
2017-05-22 23:00,180,未分类,娱乐,未分类,,,,已完成
2017-05-23 02:00,360,未分类,睡觉,未分类,,,,已完成
2017-05-23 08:00,90,未分类,工作,未分类,,,,已完成
2017-05-23 09:30,60,未分类,学习,未分类,,,,已完成
2017-05-23 10:30,90,未分类,工作,未分类,,,,已完成
2017-05-23 12:00,30,未分类,学习,未分类,,,,已完成
2017-05-23 12:30,450,未分类,工作,未分类,,,,已完成
2017-05-23 20:00,60,未分类,睡觉,未分类,,,,已完成
2017-05-23 21:00,30,未分类,娱乐,未分类,,,,已完成
2017-05-23 21:30,60,未分类,工作,未分类,,,,已完成
2017-05-23 22:30,30,未分类,学习,未分类,,,,已完成
2017-05-23 23:00,30,未分类,杂事,未分类,,,,已完成
2017-05-23 23:30,60,未分类,学习,未分类,,,,已完成
2017-05-24 00:30,420,未分类,睡觉,未分类,,,,已完成
2017-05-24 07:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-05-24 08:00,270,未分类,工作,未分类,,,,已完成
2017-05-24 12:30,60,未分类,运动,未分类,,,,已完成
2017-05-24 13:30,60,未分类,工作,未分类,,,,已完成
2017-05-24 14:30,90,未分类,学习,未分类,,,,已完成
2017-05-24 16:00,90,未分类,工作,未分类,,,,已完成
2017-05-24 17:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-05-24 18:00,60,未分类,工作,未分类,,,,已完成
2017-05-24 19:00,30,未分类,娱乐,未分类,,,,已完成
2017-05-24 19:30,90,未分类,工作,未分类,,,,已完成
2017-05-24 21:00,30,未分类,学习,未分类,,,,已完成
2017-05-24 21:30,60,未分类,工作,未分类,,,,已完成
2017-05-24 22:30,60,未分类,学习,未分类,,,,已完成
2017-05-24 23:30,60,未分类,杂事,未分类,,,,已完成
2017-05-25 00:30,390,未分类,睡觉,未分类,,,,已完成
2017-05-25 07:00,60,未分类,运动,未分类,,,,已完成
2017-05-25 08:00,30,未分类,杂事,未分类,吃饭,,,已完成
2017-05-25 08:30,30,未分类,娱乐,未分类,,,,已完成
2017-05-25 09:00,150,未分类,工作,未分类,,,,已完成
2017-05-25 11:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-05-25 12:00,30,未分类,睡觉,未分类,,,,已完成
2017-05-25 12:30,360,未分类,工作,未分类,,,,已完成
2017-05-25 18:30,30,未分类,娱乐,未分类,,,,已完成
2017-05-25 19:00,270,未分类,工作,未分类,,,,已完成
2017-05-25 23:30,30,未分类,娱乐,未分类,,,,已完成
2017-05-26 00:00,450,未分类,睡觉,未分类,,,,已完成
2017-05-26 07:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-05-26 08:00,60,未分类,娱乐,未分类,,,,已完成
2017-05-26 09:00,210,未分类,工作,未分类,,,,已完成
2017-05-26 12:30,30,未分类,杂事,未分类,吃饭,,,已完成
2017-05-26 13:00,60,未分类,工作,未分类,,,,已完成
2017-05-26 14:00,180,未分类,学习,未分类,,,,已完成
2017-05-26 17:00,90,未分类,工作,未分类,,,,已完成
2017-05-26 18:30,30,未分类,杂事,未分类,,,,已完成
2017-05-26 19:00,90,未分类,运动,未分类,,,,已完成
2017-05-26 20:30,30,未分类,浪费了,未分类,,,,已完成
2017-05-26 21:00,30,未分类,工作,未分类,,,,已完成
2017-05-26 21:30,150,未分类,学习,未分类,,,,已完成
2017-05-27 00:00,30,未分类,浪费了,未分类,,,,已完成
2017-05-27 00:30,30,未分类,娱乐,未分类,,,,已完成
